start: [-0.62442095403344366, 1.8024048635348455, 0.0, -0.30976459535659462, -7.1054273576010019e-15, -1.4926402681782476, 0.62442095403343956]
end: [0.27348481997022978, 1.9249282342784317, 0.0, -0.64688078841830154, -7.1054273576010019e-15, -1.278047445860127, -0.27348481997023688]
start: [2.2414869029024924, -1.9532446687090248, -1.3000000000000005, 1.3661080764499636, -2.0062032350163181, -1.4028719001840027, -0.37603880523152]
end: [-0.14270652574995785, 1.6353456217905151, 1.5999999999999974, 1.5282488975710136, -1.6365520555854725, -1.5444246006985063, -1.3837320304146208]
start: [-0.98332448686019336, 1.8217514697323525, 1.6999999999999973, 1.2341282954785082, -1.8502124477091437, -1.5350209420141001, -0.2294522635307894]
end: [-2.4229503327156467, -1.6261393605693995, 1.5499999999999976, 1.6273274047429958, -1.5167012664488864, 1.5469389021758269, -2.2341286756935252]
start: [-0.84249383909320819, 1.7529449159358688, 1.8499999999999979, 0.59975417767459716, -1.9028396955198066, -1.567344583217039, 0.2689824057525545]
end: [-0.23028435307832118, 1.8335111204373487, 1.8499999999999979, 1.4983245451209202, -1.8620594788514027, -1.3215939350354096, -1.1941783639122963]
start: [-0.73135623007129369, 1.6827974890124633, 1.8499999999999981, 0.66080766648700151, -1.8605583889791182, -1.4908660260683066, 0.09797082547248781]
end: [-0.053731474984003075, 1.7004996193790056, 1.8499999999999981, 0.65880536951843083, -1.8711833335362009, -1.5057309166991979, -0.57697349075114168]
start: [-0.76127982351817436, 1.9136087040887437, 2.2499999999999978, 0.532820667084134, -2.3191006079928842, -1.5598138143281441, 0.35493133292797641]
end: [-0.15523485456893871, 1.9631076051720058, 2.0499999999999976, 0.82264476779352358, -2.1783166761240706, -1.5185947752558935, -0.55403155873540877]
start: [-0.74008282943901382, 1.7313677611338125, 2.0499999999999976, 0.75140220070264574, -2.037870957429103, -1.3756831576660988, 0.074539294306486426]
end: [0.26894910143945361, 1.7571281027657619, 1.3999999999999977, -0.84117207802822835, -1.3187033609505077, -1.5697810030520283, 0.55609715854502006]
start: [-0.69069168606253861, 1.8131904646917105, 2.1999999999999975, 0.40654598775864859, -2.239102222476959, -1.5653464297050261, 0.36526202266866115]
end: [-0.30102512274009952, 1.9537039767374953, 2.0999999999999974, 1.5715482917516066, -2.0070213759626694, -1.0831282491334526, -1.0554135912810692]
start: [-0.85795760507452612, 1.9369443996271292, 2.0999999999999974, 1.0411787338976883, -2.167160562687084, -1.3428999837148603, -0.012653374367084691]
end: [-0.082111281777734496, 1.8280780169434347, 2.0999999999999974, 0.7471534901663075, -2.1374039453852798, -1.425177627277747, -0.5525086458862325]
start: [-0.8653631386328855, 1.9687229201846224, 1.8999999999999975, 1.3930219166231657, -2.0325372537741337, -1.3440523072467927, -0.40718451090782004]
end: [-0.099820521559672526, 1.9051811556101743, 1.8999999999999975, 1.4303049966302768, -1.9610649838893304, -1.3114814228848533, -1.2229017029078606]
start: [-0.65161417137918864, 1.874490525819521, 1.8999999999999975, 0.95658377043115339, -2.0081346091404857, -1.4909462201830279, -0.23639073826237533]
end: [-0.31906813805586387, 1.9552370237688717, 1.7499999999999978, 1.3704626201897687, -1.9844482091137725, -1.4833858953730992, -0.99807500805653548]
start: [-0.88675565733321049, 1.748678735342347, 1.8999999999999977, 0.54782587005254446, -1.9431646943280154, -1.5561243712208699, 0.37131662310949487]
end: [-0.13134104294375523, 1.9418953544682873, 2.4499999999999975, 0.49101323329986313, -2.5050047200244361, -1.5521338878728967, -0.17415990832861805]
start: [-0.75498988780108067, 1.963374972487812, 2.2499999999999973, 1.3791960061056114, -2.1653570180550692, -1.0507598530834956, -0.3212851666303207]
end: [-0.069300936915428435, 1.8650578581524755, 2.2499999999999973, 0.45666385217410199, -2.301601145968807, -1.5660185773798843, -0.28091450223091652]
start: [2.4397090133816999, -1.9529143681738503, 2.2499999999999973, -0.7278428663623655, -2.3286510703739629, 1.4612194590310803, -2.9874319967592715]
end: [-0.2835492942132668, 1.9626349530684966, 2.1999999999999975, 1.6468264350313326, -1.9972321681817315, -0.96266659118946019, -1.0986209223855403]
start: [-0.87501056957681056, 1.966774076520335, 1.8999999999999975, 1.516822069351782, -2.001580898933399, -1.2900938613023023, -0.51338864855812183]
end: [-0.19610917944120371, 1.8709334833748148, 1.8999999999999975, 1.474291025645887, -1.9149752930294306, -1.2881347997167973, -1.1785118833507426]
start: [-0.71585184592335038, 1.7008795796007448, 2.0499999999999976, 0.28491758955003443, -2.0659994023990915, -1.5667808558568872, 0.46377017987700597]
end: [0.2044258760566352, 1.9610143421747637, 1.1499999999999972, -0.78938427022013236, -1.0049739427049422, -1.5705050156280294, 0.50051550588669613]
start: [-0.91623545032685139, 1.6249122691879565, 1.5999999999999974, 1.4370015496252297, -1.6283371131025874, -1.5491137553228618, -0.51935164540559375]
end: [0.52273901081247998, 1.7547988793324141, -1.5999999999999994, 1.5020496964640031, -1.3852031197703383, 1.5547252229162432, -2.166472210598624]
start: [2.3837920845624585, -1.8026734243305822, -1.2999999999999992, 0.78947564783985524, -1.9247246191389868, -1.5477898520665216, 0.0041681034153357999]
end: [0.56338312338010488, 1.7670987950204786, -1.5999999999999992, 1.6730400334413467, -1.3782826544495521, 1.5223809351521449, -2.0394872266855022]
start: [-0.25263861756823391, 1.9422780459592666, -1.9999999999999991, 0.78076645668127975, -1.0110140035327049, 1.5557431191679347, -2.1943803396888724]
end: [0.35127807316523707, 1.905192315709523, -1.9999999999999993, 0.86922298034159595, -1.0398110756955901, 1.4822491880068225, -2.7212773147388098]
start: [2.2301478132798751, -1.8166168807505239, -1.4499999999999993, 1.1612156752683036, -1.8439640184483088, -1.5604922349597268, -0.23341440960678606]
end: [0.67925247563364299, 1.8093797101974385, -1.5999999999999992, 1.6482864640826411, -1.3349412544444466, 1.5241975555495735, -2.181581165862446]
start: [2.2719474006349358, -1.6822990402874343, -1.5499999999999992, 1.4775361671680307, -1.6837550329066284, -1.5605824519314007, -0.60615275411213076]
end: [0.54161920460576429, 1.8844490832910488, -1.6999999999999993, 1.2003593387078744, -1.2323975303920418, 1.5682478113777918, -2.5037459554016235]
start: [-0.24843011364497836, 1.7062124592621242, -1.6999999999999991, 1.0642706914316329, -1.3896282944696388, 1.5246406566267212, -1.8418587022470885]
